canonical_paper_id,all_source_paper_ids,title,translated_title,language,year,authors,journal_or_source,doi,url,topic_group,method_group,relevance_level,metadata_status,source_manifests,duplicate_group_id,deduplication_confidence,needs_manual_confirmation,notes
KRD0058,KRD0058; KRD0059,基于多源数据的石漠化地区裸岩信息提取和景观格局分析（百度学术条目）,,Chinese,2024,,万方学位论文,,https://d.wanfangdata.com.cn/thesis/ChhUaGVzaXNOZXdTMjAyNDA5MjAxNTE3MjUSCUQwMjYxNjM3ORoIbHNrZncxbmQ%3D,bare_rock_fraction_fbr,unknown,high,manifest_only; partial,literature_manifest_all.csv; literature_manifest_verified_core.csv,DUP0003,0.95,no,manifest_status: verified by web entry; bibliographic details need local database check | filename_title_candidate: 基于多源数据的石漠化地区裸岩信息提取和景观格局分析 张志慧 | pdf_matched_by_filename_similarity=0.926 | mentioned_in_notes: annotated_bibliography.md; literature_database_overview.md; manifest_status: verified by web entry; possible duplicate with CN013 | mentioned_in_notes: annotated_bibliography.md; literature_database_overview.md
KRD0060,KRD0060,基于多特征组合优选与随机森林算法的石漠化信息提取——以云南省昭通市为例,,Chinese,2024,,中国水土保持科学,10.16843/j.sswc.2022187,https://html.rhhz.net/sswcc/html/2024/1/2024-1-95.htm,bare_rock_fraction_fbr,RF; vegetation_index; GEE; DEM_ablation,very_high,manifest_only,literature_manifest_all.csv; literature_manifest_verified_core.csv,,1.00,no,manifest_status: verified by web | mentioned_in_notes: annotated_bibliography.md
KRD0061,KRD0061; KRD0116,基于改进DeepLabV3+的石漠化地区裸岩信息提取,,Chinese,2024,吴永俊、汪泓、杨晨,航天返回与遥感,10.3969/j.issn.1009-8518.2024.01.011,https://htfhyyg.spacejournal.cn/article/doi/10.3969/j.issn.1009-8518.2024.01.011,deep_learning_segmentation,DeepLabV3+,Very useful Chinese DeepLabV3+ reference for bare rock extraction in KRD area.,manifest_only; partial,literature_manifest.csv; literature_manifest_all.csv; literature_manifest_verified_core.csv,DUP0004,0.96,no,"manifest_status: verified by web | mentioned_in_notes: annotated_bibliography.md; annotated_bibliography__metadata_1.md; literature_database_overview.md; Added from local PDF filename; author candidate, year, journal, and DOI need manual verification. Supports DeepLabV3+ semantic segmentation and bare-rock information extraction."
KRD0062,KRD0062,基于无人机影像与Sentinel-2影像的基岩裸露率反演与石漠化程度评价,,Chinese,2024,,百度学术条目/学位论文,,https://xueshu.baidu.com/usercenter/paper/show?paperid=1g7704h0692f0090v50t08c0nt344512,bare_rock_fraction_fbr,DEM_ablation,very_high,partial,literature_manifest_all.csv; literature_manifest_verified_core.csv,,1.00,no,manifest_status: verified by web entry; bibliographic details need local database check | filename_title_candidate: 基于无人机影像与Sentinel 2影像的基岩裸露率反演与石漠化程度评价 赵喆 | pdf_matched_by_filename_similarity=0.960 | mentioned_in_notes: annotated_bibliography.md; literature_database_overview.md
KRD0063,KRD0063,Dynamic evolution of rocky desertification and vegetation restoration and analysis of driving forces in Southwest Karst Region from 2000 to 2020,,English,2025,,PLOS ONE,10.1371/journal.pone.0332644,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0332644,rocky_desertification_classification,vegetation_index,high,manifest_only,literature_manifest_all.csv; literature_manifest_verified_core.csv,,1.00,no,manifest_status: verified by web | mentioned_in_notes: annotated_bibliography.md
KRD0064,KRD0064,Fine-Grained Land Use Remote Sensing Mapping in Karst Mountain Areas Using Very High Resolution Images,,English,2025,Remote Sensing authors,Remote Sensing,10.3390/rs17142368,https://www.mdpi.com/2072-4292/17/14/2368,machine_learning,unknown,Related karst VHR classification reference for object/stratified mapping and fragmented landscapes.,complete,literature_manifest.csv,,1.00,no,filename_title_candidate: EN18 Fine Grained Land Use Remote Sensing Mapping in Karst Mountain Areas Using Very High Resol | pdf_matched_by_filename_similarity=0.914 | mentioned_in_notes: annotated_bibliography__metadata_1.md; literature_database_overview.md
KRD0065,KRD0065,Improved lightweight DeepLabV3+ for bare rock extraction from high-resolution UAV imagery,,English,2025,Lai et al.,Ecological Informatics,10.1016/j.ecoinf.2025.103204,https://www.sciencedirect.com/science/article/pii/S1574954125002134,deep_learning_segmentation,DeepLabV3+,Strong reference for DeepLabV3+-style bare-rock extraction and segmentation baselines.,manifest_only,literature_manifest.csv,,1.00,no,mentioned_in_notes: annotated_bibliography__metadata_1.md; literature_database_overview.md
KRD0066,KRD0066,Karst remote sensing ecological index for monitoring ecological quality in karst landscapes,,English,2025,,Scientific Reports,,https://www.nature.com/articles/s41598-025-20425-8,rocky_desertification_classification,vegetation_index,medium,manifest_only,literature_manifest_all.csv; literature_manifest_verified_core.csv,,1.00,no,manifest_status: verified by web | mentioned_in_notes: annotated_bibliography.md; literature_database_overview.md
KRD0067,KRD0067,Karst rocky desertification delineation and estimation of potential soil loss in tropical karst cockpits,,English,2025,"Putra, Adji, Haryono",Kuwait Journal of Science or Elsevier OA,10.1016/j.kjs.2025.100422,https://www.sciencedirect.com/science/article/pii/S2307410825000665,rocky_desertification_classification,unknown,Useful international karst comparison beyond Southwest China.,manifest_only,literature_manifest.csv; literature_manifest_all.csv; literature_manifest_verified_core.csv,,1.00,no,manifest_status: verified by web | mentioned_in_notes: annotated_bibliography.md; annotated_bibliography__metadata_1.md
KRD0068,KRD0068,RAP-Net: A Region Affinity Propagation-Guided Semantic Segmentation Network for Plateau Karst Landform Delineation,,English,2025,Remote Sensing authors,Remote Sensing,10.3390/rs17173082,https://www.mdpi.com/2072-4292/17/17/3082,deep_learning_segmentation,unknown,"Not KRD degree classification, but relevant to karst segmentation, boundaries, fragmented targets.",complete,literature_manifest.csv,,1.00,no,filename_title_candidate: EN17 RAP Net A Region Affinity Propagation Guided Semantic Segmentation Network for Plateau Kar | pdf_matched_by_filename_similarity=0.865 | mentioned_in_notes: annotated_bibliography__metadata_1.md; literature_database_overview.md
KRD0069,KRD0069,Spatiotemporal Dynamics of Rocky Desertification in the Danjiangkou Reservoir Area,,English,2025,Sustainability authors,Sustainability,10.3390/su17219748,https://www.mdpi.com/2071-1050/17/21/9748,gee_time_series,GEE; time_series,Related desertification/rocky desertification dynamics and classification context.,complete,literature_manifest.csv,,1.00,no,filename_title_candidate: EN14 Spatiotemporal Dynamics of Rocky Desertification in the Danjiangkou Reservoir Area | pdf_matched_by_filename_similarity=0.970 | mentioned_in_notes: annotated_bibliography__metadata_1.md
KRD0070,KRD0070,"Spatiotemporal Evolution and Driving Factors of Karst Rocky Desertification in Guangxi, China, Under Climate Change and Human Activities",,English,2025,Su J.; Liu M.; Yang Q.; Liu X.; Wu Z.; Wen Y.,core,10.3390/rs17132294,https://www.mdpi.com/2072-4292/17/13/2294,gee_time_series,time_series,high,manifest_only,articles_manifest.csv; literature_manifest_all.csv; literature_manifest_verified_core.csv,,1.00,no,Official PDF link included; direct automated download blocked/limited during this session. | manifest_status: verified by web | mentioned_in_notes: annotated_bibliography.md
KRD0071,KRD0071,Spatiotemporal evolution of karst rocky desertification and its driving factors in southwestern China from 1990 to 2020 using Google Earth Engine,,English,2025,Springer authors,Environmental Earth Sciences,10.1007/s12665-025-12282-5,https://link.springer.com/article/10.1007/s12665-025-12282-5,gee_time_series,GEE; time_series,Useful for cross-region/large-area KRD change analysis and driver discussion.,manifest_only,literature_manifest.csv; literature_manifest_all.csv; literature_manifest_verified_core.csv,,1.00,no,manifest_status: verified by web | mentioned_in_notes: annotated_bibliography__metadata_1.md
KRD0072,KRD0072,Spatiotemporal evolution of rocky desertification and soil erosion in karst regions,,English,2025,,Catena,,https://www.sciencedirect.com/science/article/pii/S0341816224003059,gee_time_series,time_series,medium,manifest_only,literature_manifest_all.csv; literature_manifest_verified_core.csv,,1.00,no,manifest_status: verified by web | mentioned_in_notes: annotated_bibliography.md; literature_database_overview.md
KRD0073,KRD0073,Spatiotemporal graph for detecting evolution characteristics of karst rocky desertification from long time-series Landsat images,,English,2025,,Catena,10.1016/j.catena.2025.109697,https://www.sciencedirect.com/science/article/pii/S0341816225009993,gee_time_series,time_series,high,manifest_only,literature_manifest_all.csv; literature_manifest_verified_core.csv,,1.00,no,manifest_status: verified by web | mentioned_in_notes: annotated_bibliography.md
KRD0074,KRD0074,云南边境石漠化地区“三生空间”格局演变及驱动机制,,Chinese,2025,,水土保持研究,,https://xnldxb.ns.swfu.edu.cn/article/doi/10.11929/j.swfu.202109006,gee_time_series,time_series,medium,partial,literature_manifest_all.csv; literature_manifest_verified_core.csv,,1.00,no,manifest_status: identified from related-read list; needs verification | filename_title_candidate: 云南边境石漠化地区“三生空间”格局演变及驱动机制 范新军 | pdf_matched_by_filename_similarity=0.923 | mentioned_in_notes: annotated_bibliography.md; literature_database_overview.md
KRD0075,KRD0075,红层荒漠化场景分类相关文献,,Chinese,2025,,,,https://www.spacejournal.cn/cn/article/id/858,gee_time_series,vegetation_index; time_series,similar desertification degree classification method,manifest_only,literature_manifest_all.csv,,1.00,no,manifest_status: contextual
KRD0076,KRD0076,顾及Vis-NIR光谱指数时序统计特征的红层荒漠化场景分类,,Chinese,2025,陈震等,农业工程学报,10.11975/j.issn.1002-6819.202411052,https://www.aeeisp.com/nygcxb/cn/article/pdf/preview/10.11975/j.issn.1002-6819.202411052.pdf,machine_learning,RF; SVM; vegetation_index,Not KRD but relevant to desertification-degree scene classification and RF/SVM comparison.,complete,literature_manifest.csv; literature_manifest_all.csv; literature_manifest_verified_core.csv,,1.00,no,manifest_status: identified by web snippet; needs verification | filename_title_candidate: 顾及Vis NIR光谱指数时序统计特征的红层荒漠化场景分类 陈震 | pdf_matched_by_filename_similarity=0.951 | mentioned_in_notes: annotated_bibliography__metadata_1.md
KRD0077,KRD0077,Classification of rocky desertification degrees and spatiotemporal distribution patterns using a feature-space RDI framework,,English,2026,Frontiers authors,Frontiers in Environmental Science,10.3389/fenvs.2026.1772333,https://www.frontiersin.org/journals/environmental-science/articles/10.3389/fenvs.2026.1772333/full,gee_time_series,feature_space; vegetation_index; time_series,Recent degree-classification paper for framing classification thresholds and dynamics.,manifest_only,literature_manifest.csv; literature_manifest_all.csv; literature_manifest_verified_core.csv,,1.00,no,manifest_status: verified by web | mentioned_in_notes: annotated_bibliography__metadata_1.md
KRD0078,KRD0078,Integrating ensemble learning and rocky desertification indices to enhance soil thickness prediction in typical karst regions,,English,2026,,Catena,,https://www.sciencedirect.com/science/article/pii/S034181622600086X,rocky_desertification_classification,unknown,medium,manifest_only,literature_manifest_all.csv; literature_manifest_verified_core.csv,,1.00,no,manifest_status: verified by web | mentioned_in_notes: annotated_bibliography.md; literature_database_overview.md
KRD0079,KRD0079,"Karst Rocky Desertification in Southwest China: Remote Sensing Progress, Critical Challenges, and Future Pathways",,English,2026,,Applied Sciences,10.3390/app16136459,https://www.mdpi.com/2076-3417/16/13/6459,review,review,high,manifest_only,literature_manifest_all.csv; literature_manifest_verified_core.csv,,1.00,no,manifest_status: verified by web | mentioned_in_notes: annotated_bibliography.md
KRD0080,KRD0080,南太行地区（河南境内）石漠化分级评价及演进过程研究,,Chinese,2026,,信阳师范大学学报（自然科学版）,,https://xnldxb.ns.swfu.edu.cn/article/doi/10.11929/j.swfu.202109006,rocky_desertification_classification,unknown,high,partial,literature_manifest_all.csv; literature_manifest_verified_core.csv,,1.00,no,manifest_status: identified from related-read list; needs verification | filename_title_candidate: 南太行地区(河南境内)石漠化分级评价及演进过程研究 褚加计 | pdf_matched_by_filename_similarity=0.926 | mentioned_in_notes: annotated_bibliography.md; literature_database_overview.md
KRD0081,KRD0081,西南喀斯特不同生境石漠化程度划分方法研究 / A new classification method of rocky desertification degree in different karst habitats,,Chinese,2026,,AMiner indexed record,,https://www.aminer.cn/pub/64cd38303fda6d7f0624a726/a-new-classification-method-of-rocky-desertification-degree-in-different-karst-habitats,machine_learning,unknown,high,manifest_only,literature_manifest_all.csv; literature_manifest_verified_core.csv,,1.00,no,manifest_status: verified by web entry; date/details need journal verification | mentioned_in_notes: annotated_bibliography.md; literature_database_overview.md
KRD0082,KRD0082,,,,,,,,,other,unknown,,pdf_only,,,1.00,no,filename_title_candidate: 1 s2.0 S0303243421000441 main
KRD0083,KRD0083,,,,,,,,,other,unknown,,pdf_only,,,1.00,no,filename_title_candidate: 1 s2.0 S0341816225009993 main
KRD0084,KRD0084,,,,,,,,,other,unknown,,pdf_only,,,1.00,no,filename_title_candidate: 1 s2.0 S1470160X24010227 main
KRD0085,KRD0085; KRD0108,,,,,,,,,other,unknown,,pdf_only,,DUP0005,0.90,yes,filename_title_candidate: 1 s2.0 S2307410825000665 main; filename_title_candidate: 1 s2.0 S2307410825000665 main
KRD0086,KRD0086,,,,,,,,,other,unknown,,pdf_only,,,1.00,no,filename_title_candidate: CN001
KRD0087,KRD0087,,,,,,,,,other,unknown,,pdf_only,,,1.00,no,filename_title_candidate: CN002
KRD0088,KRD0088,,,,,,,,,deep_learning_segmentation,DeepLabV3+,,pdf_only,,,1.00,no,filename_title_candidate: CN003 DeepLabV3 | filename_title_candidate: CN02 DeepLabV3
KRD0089,KRD0089,,,,,,,,,gee_time_series,GEE,,pdf_only,,,1.00,no,filename_title_candidate: CN006 GEE | filename_title_candidate: CN04 GEE KRD spatiotemporal evolution
KRD0090,KRD0090,,,,,,,,,rocky_desertification_classification,unknown,,pdf_only,,,1.00,no,filename_title_candidate: EN002 Extraction of rocky desertification information in karst are | filename_title_candidate: EN04 Extraction of rocky desertification information in karst area by using different multispec
KRD0091,KRD0091,,,,,,,,,machine_learning,unknown,,pdf_only,,,1.00,no,filename_title_candidate: EN003 Machine learning algorithm for estimating karst rocky desert | filename_title_candidate: EN05 Machine learning algorithm for estimating karst rocky desertification in a peak cluster de
KRD0092,KRD0092,,,,,,,,,rocky_desertification_classification,unknown,,pdf_only,,,1.00,no,filename_title_candidate: EN004 Comparing Remote Sensing Methods for Monitoring Karst Rocky
KRD0093,KRD0093,,,,,,,,,other,unknown,,pdf_only,,,1.00,no,filename_title_candidate: EN005 Analysis of Landsat 8 OLI Imagery for Estimating Exposed Bed | filename_title_candidate: 2018 RemoteSens 10 1321 Analysis of Landsat 8 OLI Imagery for Estimating Exposed Bed
KRD0094,KRD0094,,,,,,,,,lsmm_mesma_sma,MESMA; SMA; SVM,,pdf_only,,,1.00,no,filename_title_candidate: EN007 KRD MESMA SVM | filename_title_candidate: EN06 Monitoring and Classification of Karst Rocky Desertification with Landsat
KRD0095,KRD0095,,,,,,,,,machine_learning,unknown,,pdf_only,,,1.00,no,filename_title_candidate: EN009 Classification of Karst Rocky Desertification Levels in Jins | filename_title_candidate: EN08 Classification of Karst Rocky Desertification Levels in Jinsha County Using a Feature Spac | filename_title_candidate: 2024 RemoteSens 16 4786 Classification of Karst Rocky Desertification Levels in Jins
KRD0096,KRD0096,,,,,,,,,rocky_desertification_classification,unknown,,pdf_only,,,1.00,no,filename_title_candidate: EN010 Extraction of Rocky Desertification Information in the Karst | filename_title_candidate: 2023 RemoteSens 15 3056 Extraction of Rocky Desertification Information in the Karst
KRD0097,KRD0097,,,,,,,,,gee_time_series,time_series,,pdf_only,,,1.00,no,filename_title_candidate: EN013 Spatiotemporal Evolution and Driving Factors of Karst Rocky | filename_title_candidate: 2025 RemoteSens 17 2294 Spatiotemporal Evolution and Driving Factors of Karst Rocky
KRD0098,KRD0098,,,,,,,,,rocky_desertification_classification,unknown,,pdf_only,,,1.00,no,filename_title_candidate: EN014 Dynamic evolution of rocky desertification and vegetation re
KRD0099,KRD0099,,,,,,,,,gee_time_series,GEE,,pdf_only,,,1.00,no,filename_title_candidate: EN015 KRD GEE | filename_title_candidate: EN13 Spatiotemporal evolution of karst rocky desertification and its driving factors in southwe
KRD0100,KRD0100,,,,,,,,,machine_learning,unknown,,pdf_only,,,1.00,no,filename_title_candidate: EN016 Classification of rocky desertification degrees and analysis | filename_title_candidate: EN15 Classification of rocky desertification degrees and spatiotemporal distribution patterns u
KRD0101,KRD0101,,,,,,,,,review,review,,pdf_only,,,1.00,no,filename_title_candidate: EN017 KRD Remote Sensing Review
KRD0102,KRD0102,,,,,,,,,gee_time_series,time_series,,pdf_only,,,1.00,no,filename_title_candidate: EN018 Spatiotemporal Evolution Analysis and Future Scenario Predic | filename_title_candidate: EN03 Spatiotemporal Evolution Analysis and Future Scenario Prediction of Rocky Desertification | filename_title_candidate: 2022 RemoteSens 14 292 Spatiotemporal Evolution Analysis and Future Scenario Predic
KRD0103,KRD0103,,,,,,,,,other,unknown,,pdf_only,,,1.00,no,filename_title_candidate: EN019 Information Extraction and Prediction of Rocky Desertificati
KRD0104,KRD0104,,,,,,,,,other,unknown,,pdf_only,,,1.00,no,filename_title_candidate: EN025 KRSEI
KRD0105,KRD0105,,,,,,,,,other,unknown,,pdf_only,,,1.00,no,filename_title_candidate: ssrn 4685103
KRD0106,KRD0106,,,,,,,,,rocky_desertification_classification,unknown,,pdf_only,,,1.00,no,filename_title_candidate: 西南喀斯特不同生境石漠化程度划分方法研究 唐荣彬
KRD0107,KRD0107,,,,,,,,,other,unknown,,pdf_only,,,1.00,no,filename_title_candidate: 1 s2.0 S1574954125002134 main
KRD0109,KRD0109,,,,,,,,,rocky_desertification_classification,feature_space; vegetation_index,,pdf_only,,,1.00,no,filename_title_candidate: A novel optimal monitoring index of rocky desertification based on feature space model and red edge indices that derived from sentinel 2 MSI image
KRD0110,KRD0110,,,,,,,,,other,unknown,,pdf_only,,,1.00,no,filename_title_candidate: CN03 Vis NIR
KRD0111,KRD0111,,,,,,,,,other,unknown,,pdf_only,,,1.00,no,filename_title_candidate: main
KRD0114,KRD0114,,,,,,,,,other,unknown,,pdf_only,,,1.00,no,filename_title_candidate: 2021 RemoteSens 13 1614 How Can We Realize Sustainable Development Goals in Rocky De
KRD0115,KRD0115,,,,,,,,,gee_time_series,time_series,,pdf_only,,,1.00,no,filename_title_candidate: 2022 RemoteSens 14 2351 The Changes of Spatiotemporal Pattern of Rocky Desertificati
